Atk_Strength,Atk_Magic,Atk_WeaponAttack,Atk_WeaponMagic,Def_Vitality,Def_Spirit,Def_ArmorDefense,Def_ArmorSpirit,Move_Power,Move_Category,Move_Element,Def_ResistElement,Def_AbsorbElement,Damage
59,52,24,44,29,35,59,6,50,Magic,Water,Water,None,1294
25,38,39,48,54,78,58,22,46,Magic,Poison,Poison,None,833
35,76,53,21,35,67,35,5,66,Magic,Holy,None,Gravity,813
75,28,73,47,74,54,65,12,32,Physical,None,None,None,1385
63,68,84,40,67,22,38,5,60,Magic,Lightning,Lightning,Gravity,1996
58,22,50,37,29,22,63,8,66,Magic,Holy,Holy,Gravity,770
25,79,61,33,28,51,62,4,50,Magic,Water,Water,None,1621
75,28,73,47,67,20,61,8,66,Magic,Holy,Holy,None,1125
36,80,65,33,23,52,20,19,50,Magic,Water,Water,None,1534
77,62,58,42,51,67,55,20,32,Physical,None,None,Gravity,652
26,69,77,6,31,70,43,13,50,Magic,Water,Water,None,795
28,65,42,21,68,31,11,0,50,Magic,Water,Water,None,1073
32,58,19,28,39,50,40,3,66,Magic,Holy,None,None,646
31,54,36,12,60,78,27,14,60,Magic,Fire,None,Holy,341
64,30,16,43,68,47,12,9,46,Magic,Poison,Poison,None,718
58,22,50,37,39,50,40,3,32,Physical,None,None,None,471
51,22,45,23,68,67,70,9,32,Physical,None,None,Lightning,325
61,37,66,2,25,68,70,13,32,Physical,None,Poison,None,1205
31,54,36,12,31,20,15,25,66,Magic,Holy,None,None,441
59,40,61,44,27,36,34,25,32,Physical,None,None,None,1063
20,63,80,33,41,33,42,22,60,Magic,Fire,Fire,None,1475
77,33,50,18,31,70,43,13,32,Physical,None,Water,None,575
27,50,35,4,63,71,56,5,46,Magic,Poison,Poison,Gravity,425
39,78,43,30,69,44,16,1,42,Magic,Gravity,Gravity,Lightning,1321
36,31,70,42,31,20,15,25,32,Physical,None,None,None,473
77,62,58,42,68,49,31,17,26,Magic,Poison,None,None,371
64,28,43,22,43,40,43,13,32,Physical,None,None,None,843
32,31,62,20,31,20,15,25,32,Physical,None,None,None,387
27,35,28,7,37,35,25,1,66,Magic,Holy,None,None,228
44,77,50,7,34,20,27,11,60,Magic,Ice,Ice,None,1285
28,43,75,2,63,66,38,15,32,Physical,None,Wind,None,376
47,75,55,34,28,56,29,11,66,Magic,Holy,None,None,916
32,24,48,12,31,20,15,25,32,Physical,None,None,None,603
41,55,50,2,33,42,19,23,46,Magic,Poison,Poison,Earth,467
61,72,74,20,65,37,31,1,42,Magic,Gravity,Gravity,Holy,999
68,61,90,4,68,67,70,9,32,Physical,None,None,Lightning,705
71,49,28,44,37,75,58,11,66,Magic,Holy,None,None,744
32,22,85,27,31,20,15,25,32,Physical,None,None,None,562
64,29,61,10,68,31,11,0,48,Magic,Earth,Water,None,142
45,79,50,19,40,42,33,13,66,Magic,Holy,None,None,815
33,71,34,16,79,45,41,3,48,Magic,Earth,Earth,Holy,1023
71,21,74,8,27,36,34,25,28,Magic,Gravity,None,None,54
32,24,48,12,37,35,25,1,32,Physical,None,None,None,271
46,41,29,7,43,40,43,13,32,Physical,None,None,None,232
68,61,90,4,51,69,29,9,32,Physical,None,Gravity,None,834
59,27,35,8,42,34,48,25,32,Physical,None,Holy,None,329
77,33,50,18,41,20,28,20,32,Physical,None,Wind,None,578
44,77,50,7,63,66,38,15,14,Magic,Fire,Wind,None,120
52,54,30,5,68,31,11,0,50,Magic,Water,Water,None,587
32,31,62,20,28,56,29,11,32,Physical,None,None,None,386
63,68,84,40,39,50,40,3,32,Physical,None,None,None,778
66,47,47,36,68,47,12,9,46,Magic,Poison,Poison,None,865
27,38,72,48,39,65,36,23,60,Magic,Ice,Ice,None,1089
70,53,59,48,68,49,31,17,46,Magic,Poison,None,None,565
27,35,28,7,39,50,40,3,66,Magic,Holy,None,None,210
24,56,62,42,36,24,60,24,60,Magic,Fire,Fire,None,1515
61,41,15,26,36,79,31,8,66,Magic,Holy,None,None,424
36,31,70,42,51,37,10,13,46,Magic,Poison,Poison,None,738
59,52,24,44,41,33,42,22,60,Magic,Fire,Fire,None,1496
35,76,53,21,42,31,50,1,60,Magic,Fire,Wind,None,767
66,56,17,23,38,37,10,15,66,Magic,Holy,None,Poison,614
77,33,50,18,36,75,61,15,32,Physical,None,None,None,555
61,41,15,26,69,44,16,1,42,Magic,Gravity,Gravity,Lightning,568
64,28,43,22,67,20,61,8,66,Magic,Holy,Holy,None,636
77,33,50,18,44,47,39,10,32,Physical,None,Lightning,None,605
27,50,35,4,30,21,69,3,66,Magic,Holy,None,None,328
63,54,82,11,74,54,65,12,32,Physical,None,None,None,654
52,75,32,26,27,36,34,25,66,Magic,Holy,None,None,853
77,62,58,42,63,66,38,15,54,Magic,Wind,Wind,None,1430
52,54,30,5,55,58,28,0,60,Magic,Ice,Ice,None,692
61,41,15,26,37,35,25,1,66,Magic,Holy,None,None,460
79,64,16,4,69,44,16,1,42,Magic,Gravity,Gravity,Lightning,619
36,80,65,33,68,49,31,17,66,Magic,Holy,None,None,1058
71,21,74,8,42,44,24,3,32,Physical,None,Wind,None,1542
27,35,28,7,68,49,31,17,66,Magic,Holy,None,None,214
32,24,48,12,42,44,24,3,32,Physical,None,Wind,None,290
64,28,43,22,39,50,40,3,32,Physical,None,None,None,932
36,80,65,33,65,37,31,1,42,Magic,Gravity,Gravity,Holy,1307
49,64,60,49,29,35,59,6,50,Magic,Water,Water,None,1710
75,28,73,47,63,71,56,5,26,Magic,Poison,Poison,Gravity,411
79,64,16,4,43,40,43,13,16,Physical,None,None,None,369
47,75,55,34,51,55,44,6,66,Magic,Holy,None,None,972
67,38,38,48,27,36,34,25,66,Magic,Holy,None,None,676
59,40,61,44,60,78,27,14,32,Physical,None,None,Holy,1044
71,21,74,8,27,36,34,25,32,Physical,None,None,None,791
61,37,66,2,48,29,49,5,28,Magic,Gravity,None,Water,81
68,53,71,17,41,20,28,20,32,Physical,None,Wind,None,677
44,77,50,7,68,49,31,17,66,Magic,Holy,None,None,611
31,54,36,12,68,77,47,23,66,Magic,Holy,None,Poison,385
52,54,30,5,63,36,63,15,60,Magic,Fire,Fire,None,679
52,75,32,26,41,26,35,7,60,Magic,Ice,Ice,None,1701
37,38,17,11,30,31,56,0,66,Magic,Holy,None,None,278
64,29,61,10,52,30,40,11,32,Physical,None,Holy,None,1135
68,53,71,17,42,53,56,8,32,Physical,None,Earth,None,638
77,62,58,42,28,51,62,4,50,Magic,Water,Water,None,1426
46,41,29,7,27,20,13,19,48,Magic,Earth,Earth,None,411
77,33,50,18,62,39,54,25,32,Physical,None,None,None,564
77,62,58,42,28,51,62,4,50,Magic,Water,Water,None,1407
32,22,85,27,78,33,69,21,32,Physical,None,None,None,412
62,74,17,2,30,21,69,3,66,Magic,Holy,None,None,596
64,29,61,10,74,54,65,12,32,Physical,None,None,None,511
31,54,36,12,40,42,33,13,16,Physical,None,None,None,100
32,24,48,12,25,68,70,13,32,Physical,None,Poison,None,257
31,79,68,9,27,20,13,19,48,Magic,Earth,Earth,None,1011
31,79,68,9,36,75,61,15,66,Magic,Holy,None,None,612
36,31,70,42,63,71,56,5,60,Magic,Ice,Poison,Gravity,448
65,48,15,35,55,58,28,0,60,Magic,Ice,Ice,None,1070
59,27,35,8,80,24,51,5,32,Physical,None,Poison,None,324
46,41,29,7,68,49,31,17,32,Physical,None,None,None,472
52,75,32,26,24,40,18,6,46,Magic,Poison,Poison,None,1312
80,79,50,31,48,29,49,5,66,Magic,Holy,None,Water,1047
25,55,40,40,68,67,70,9,66,Magic,Holy,None,Lightning,751
59,52,24,44,63,71,56,5,46,Magic,Poison,Poison,Gravity,1011
59,52,24,44,51,55,44,6,24,Physical,None,None,None,213
51,22,45,23,41,26,35,7,32,Physical,None,Ice,None,359
71,61,47,9,63,36,63,15,60,Magic,Fire,Fire,None,864
22,25,72,19,39,65,36,23,32,Physical,None,Ice,None,356
41,75,39,40,51,67,18,3,66,Magic,Holy,None,None,1089
31,79,68,9,26,54,54,13,66,Magic,Holy,None,None,661
79,76,79,35,51,67,18,3,32,Physical,None,None,None,842
71,21,74,8,69,44,16,1,32,Physical,None,Gravity,Lightning,1476
24,56,62,42,67,22,38,5,60,Magic,Lightning,Lightning,Gravity,1676
59,52,24,44,28,56,29,11,28,Magic,Wind,None,None,339
47,75,55,34,68,49,31,17,66,Magic,Holy,None,None,1025
39,78,43,30,30,21,69,3,66,Magic,Holy,None,None,1103
59,40,61,44,34,32,56,6,32,Physical,None,None,None,1070
39,78,43,30,31,70,43,13,50,Magic,Water,Water,None,1392
46,67,48,38,31,20,15,25,66,Magic,Holy,None,None,1003
78,49,16,18,63,36,63,15,60,Magic,Fire,Fire,None,774
31,54,36,12,63,71,56,5,46,Magic,Poison,Poison,Gravity,548
28,65,42,21,63,71,56,5,46,Magic,Poison,Poison,Gravity,886
62,74,17,2,60,78,27,14,60,Magic,Fire,None,Holy,476
35,76,53,21,68,67,70,9,66,Magic,Holy,None,Lightning,740
66,40,28,31,27,20,13,19,48,Magic,Earth,Earth,None,704
25,79,61,33,42,53,56,8,48,Magic,Earth,Earth,None,1514
63,54,82,11,63,36,63,15,32,Physical,None,Fire,None,686
31,54,36,12,54,78,58,22,46,Magic,Poison,Poison,None,534
36,31,70,42,63,71,56,5,46,Magic,Poison,Poison,Gravity,651
25,79,61,33,68,31,11,0,50,Magic,Water,Water,None,1608
68,53,71,17,65,37,31,1,32,Physical,None,Gravity,Holy,683
64,30,16,43,31,20,15,25,66,Magic,Holy,None,None,513
28,65,42,21,51,55,44,6,66,Magic,Holy,None,None,645
66,47,47,36,65,37,31,1,42,Magic,Gravity,Gravity,Holy,799
77,62,58,42,38,21,62,14,46,Magic,Poison,Poison,None,1358
59,52,24,44,36,79,31,8,66,Magic,Holy,None,None,765
32,22,85,27,42,53,56,8,32,Physical,None,Earth,None,999
65,48,15,35,63,36,63,15,60,Magic,Fire,Fire,None,1214
44,77,50,7,78,33,69,21,66,Magic,Holy,None,None,613
33,71,34,16,25,68,70,13,46,Magic,Poison,Poison,None,936
51,22,45,23,68,49,31,17,32,Physical,None,None,None,681
31,79,68,9,69,44,16,1,42,Magic,Gravity,Gravity,Lightning,859
74,36,56,25,31,70,43,13,32,Physical,None,Water,None,586
33,71,34,16,68,49,31,17,66,Magic,Holy,None,None,677
70,53,59,48,51,69,29,9,42,Magic,Gravity,Gravity,None,1002
27,38,72,48,51,69,29,9,42,Magic,Gravity,Gravity,None,810
41,75,39,40,51,67,18,3,66,Magic,Holy,None,None,1063
23,49,73,10,63,36,63,15,60,Magic,Fire,Fire,None,648
61,41,15,26,48,29,49,5,66,Magic,Holy,None,Water,454
26,69,77,6,37,75,58,11,66,Magic,Holy,None,None,529
37,38,17,11,54,78,58,22,60,Magic,Ice,Poison,None,236
59,40,61,44,73,53,34,21,46,Magic,Poison,Poison,None,811
32,58,19,28,55,25,11,15,66,Magic,Holy,None,None,659
32,31,62,20,38,21,62,14,46,Magic,Poison,Poison,None,398
63,68,84,40,36,69,49,2,54,Magic,Wind,Wind,Lightning,1455
45,79,50,19,43,40,43,13,66,Magic,Holy,None,None,798
51,22,45,23,30,21,69,3,32,Physical,None,None,None,350
61,41,15,26,39,50,40,3,66,Magic,Holy,None,None,432
49,64,60,49,27,36,34,25,66,Magic,Holy,None,None,1012
61,41,15,26,23,52,20,19,50,Magic,Water,Water,None,692
25,55,40,40,68,36,45,4,60,Magic,Fire,Fire,None,1537
66,56,17,23,27,36,34,25,66,Magic,Holy,None,None,578
31,79,68,9,48,29,49,5,66,Magic,Holy,None,Water,718
66,40,28,31,54,34,42,9,66,Magic,Holy,Holy,None,951
78,49,16,18,62,39,54,25,66,Magic,Holy,None,None,412
33,71,34,16,54,78,58,22,46,Magic,Poison,Poison,None,900
32,24,48,12,28,51,62,4,32,Physical,None,Water,None,275
51,22,45,23,37,75,58,11,32,Physical,None,None,None,703
80,79,50,31,54,78,58,22,16,Physical,None,Poison,None,282
71,21,74,8,31,70,43,13,24,Magic,Water,Water,None,80
66,47,47,36,56,31,12,16,46,Magic,Poison,Poison,None,950
59,52,24,44,67,20,61,8,66,Magic,Holy,Holy,None,1608
37,75,26,35,51,67,18,3,66,Magic,Holy,None,None,950
59,40,61,44,36,69,49,2,54,Magic,Wind,Wind,Lightning,1036
33,71,34,16,31,70,43,13,50,Magic,Water,Water,None,934
31,54,36,12,56,31,12,16,46,Magic,Poison,Poison,None,631
80,79,50,31,26,54,54,13,66,Magic,Holy,None,None,1032
52,54,30,5,65,37,31,1,26,Magic,Poison,Gravity,Holy,144
71,21,74,8,41,33,42,22,32,Physical,None,Fire,None,701
60,79,51,3,38,37,10,15,66,Magic,Holy,None,Poison,638
27,50,35,4,68,67,70,9,66,Magic,Holy,None,Lightning,298
74,36,56,25,63,66,38,15,24,Physical,None,Wind,None,441
78,49,16,18,43,40,43,13,66,Magic,Holy,None,None,463
51,27,44,36,54,34,42,9,66,Magic,Holy,Holy,None,852
46,41,29,7,23,52,20,19,50,Magic,Water,Water,None,368
61,41,15,26,64,73,57,0,60,Magic,Lightning,Lightning,None,751
28,43,75,2,36,79,31,8,32,Physical,None,None,None,429
71,61,47,9,38,37,10,15,32,Physical,None,None,Poison,1065
36,31,70,42,39,50,40,3,66,Magic,Holy,None,None,497
54,64,53,27,26,54,54,13,66,Magic,Holy,None,None,668
59,27,35,8,63,71,56,5,66,Magic,Holy,Poison,Gravity,157
33,71,34,16,36,69,49,2,54,Magic,Wind,Wind,Lightning,1046
32,24,48,12,39,50,40,3,32,Physical,None,None,None,286
63,68,84,40,43,40,43,13,32,Physical,None,None,None,1430
32,24,48,12,26,54,54,13,28,Magic,Wind,None,None,70
27,35,28,7,28,51,62,4,50,Magic,Water,Water,None,321
74,36,56,25,42,31,50,1,32,Physical,None,Wind,None,588
79,76,79,35,67,22,38,5,60,Magic,Lightning,Lightning,Gravity,2016
68,53,71,17,42,80,22,2,32,Physical,None,Earth,Holy,744
22,25,72,19,39,50,40,3,32,Physical,None,None,None,686
77,31,68,22,37,75,58,11,32,Physical,None,None,None,755
77,62,58,42,39,50,40,3,32,Physical,None,None,None,1282
27,35,28,7,55,25,11,15,66,Magic,Holy,None,None,237
63,54,82,11,31,70,43,13,32,Physical,None,Water,None,713
41,75,39,40,51,67,18,3,66,Magic,Holy,None,None,1028
61,72,74,20,27,36,34,25,32,Physical,None,None,None,693
32,31,62,20,27,36,34,25,32,Physical,None,None,None,372
79,64,16,4,69,44,16,1,42,Magic,Gravity,Gravity,Lightning,602
75,28,73,47,26,54,54,13,32,Physical,None,None,None,1475
78,49,16,18,54,34,42,9,66,Magic,Holy,Holy,None,875
64,29,61,10,63,66,38,15,32,Physical,None,Wind,None,1081
74,36,56,25,42,31,50,1,32,Physical,None,Wind,None,624
44,77,50,7,37,75,58,11,66,Magic,Holy,None,None,598
28,65,42,21,78,33,69,21,30,Magic,Fire,None,None,306
74,36,56,25,38,21,62,14,32,Physical,None,Poison,None,590
45,79,50,19,78,33,69,21,66,Magic,Holy,None,None,866
31,79,68,9,27,28,61,16,66,Magic,Holy,None,None,752
71,21,74,8,75,55,26,20,32,Physical,None,None,None,725
74,36,56,25,68,77,47,23,32,Physical,None,None,Poison,567
59,27,35,8,27,36,34,25,32,Physical,None,None,None,378
75,28,73,47,51,67,55,20,32,Physical,None,None,Gravity,688
66,40,28,31,38,21,62,14,46,Magic,Poison,Poison,None,733
70,53,59,48,36,24,60,24,60,Magic,Fire,Fire,None,1531
24,56,62,42,41,20,28,20,54,Magic,Wind,Wind,None,1343
71,61,47,9,42,34,48,25,66,Magic,Holy,Holy,None,963
20,63,80,33,42,80,22,2,48,Magic,Earth,Earth,Holy,1139
79,64,16,4,34,20,27,11,60,Magic,Ice,Ice,None,822
39,78,43,30,38,37,10,15,66,Magic,Holy,None,Poison,988
77,62,58,42,31,70,43,13,50,Magic,Water,Water,None,1333
25,55,40,40,68,49,31,17,66,Magic,Holy,None,None,762
45,36,41,19,67,36,25,14,26,Magic,Poison,Gravity,None,138
71,61,47,9,74,54,65,12,32,Physical,None,None,None,850
27,50,35,4,68,67,70,9,66,Magic,Holy,None,Lightning,294
78,49,16,18,54,34,42,9,66,Magic,Holy,Holy,None,920
59,40,61,44,39,65,36,23,60,Magic,Ice,Ice,None,1044
59,52,24,44,68,47,12,9,46,Magic,Poison,Poison,None,1090
45,79,50,19,74,54,65,12,66,Magic,Holy,None,None,838
28,65,42,21,39,65,36,23,60,Magic,Ice,Ice,None,1115
25,38,39,48,52,30,40,11,66,Magic,Holy,Holy,None,1443
25,70,86,1,64,73,57,0,60,Magic,Lightning,Lightning,None,818
32,31,62,20,63,71,56,5,46,Magic,Poison,Poison,Gravity,382
44,77,50,7,39,65,36,23,60,Magic,Ice,Ice,None,1016
26,69,77,6,63,66,38,15,54,Magic,Wind,Wind,None,772
28,65,42,21,39,50,40,3,66,Magic,Holy,None,None,631
61,78,55,44,78,33,69,21,66,Magic,Holy,None,None,1268
66,40,28,31,29,22,63,8,66,Magic,Holy,Holy,Gravity,986
64,28,43,22,69,44,16,1,32,Physical,None,Gravity,Lightning,863
31,79,68,9,68,31,11,0,50,Magic,Water,Water,None,1088
63,54,82,11,34,32,56,6,32,Physical,None,None,None,684
51,27,44,36,36,79,31,8,32,Physical,None,None,None,742
36,31,70,42,36,24,60,24,60,Magic,Fire,Fire,None,934
26,69,77,6,37,75,58,11,66,Magic,Holy,None,None,527
64,29,61,10,30,21,69,3,32,Physical,None,None,None,545
25,79,61,33,68,31,11,0,30,Magic,Fire,Water,None,480
27,50,35,4,37,35,25,1,66,Magic,Holy,None,None,347
27,50,35,4,30,21,69,3,66,Magic,Holy,None,None,353
60,79,51,3,33,42,19,23,46,Magic,Poison,Poison,Earth,822
33,71,34,16,36,69,49,2,54,Magic,Wind,Wind,Lightning,1035
64,28,43,22,63,66,38,15,32,Physical,None,Wind,None,403
79,76,79,35,78,33,69,21,66,Magic,Holy,None,None,972
59,52,24,44,80,24,51,5,46,Magic,Poison,Poison,None,1217
33,71,34,16,24,53,28,12,66,Magic,Holy,None,None,635
61,41,15,26,31,20,15,25,66,Magic,Holy,None,None,464
77,33,50,18,68,67,70,9,32,Physical,None,None,Lightning,516
32,31,62,20,56,31,12,16,32,Physical,None,Poison,None,376
28,65,42,21,74,54,65,12,14,Magic,Lightning,None,None,129
52,54,30,5,68,67,70,9,66,Magic,Holy,None,Lightning,350
24,56,62,42,36,75,61,15,66,Magic,Holy,None,None,777
44,77,50,7,28,51,62,4,50,Magic,Water,Water,None,1024
36,31,70,42,34,20,27,11,60,Magic,Ice,Ice,None,960
27,50,35,4,67,22,38,5,60,Magic,Lightning,Lightning,Gravity,620
74,36,56,25,30,21,69,3,32,Physical,None,None,None,575
51,22,45,23,74,54,65,12,32,Physical,None,None,None,649
64,30,16,43,56,31,12,16,46,Magic,Poison,Poison,None,740
68,53,71,17,42,31,50,1,32,Physical,None,Wind,None,666
49,64,60,49,34,20,27,11,60,Magic,Ice,Ice,None,2129
59,27,35,8,31,20,15,25,32,Physical,None,None,None,360
31,54,36,12,62,39,54,25,66,Magic,Holy,None,None,402
27,38,72,48,24,53,28,12,66,Magic,Holy,None,None,677
25,55,40,40,49,52,70,17,66,Magic,Holy,None,None,786
66,47,47,36,43,40,43,13,66,Magic,Holy,None,None,609
60,79,51,3,56,31,12,16,50,Magic,Water,Poison,None,467
33,71,34,16,68,36,45,4,60,Magic,Fire,Fire,None,1354
32,58,19,28,67,20,61,8,66,Magic,Holy,Holy,None,1472
22,25,72,19,23,52,20,19,32,Physical,None,Water,None,363
36,80,65,33,49,52,70,17,66,Magic,Holy,None,None,977
39,78,43,30,36,79,31,8,66,Magic,Holy,None,None,923
63,68,84,40,54,73,56,24,66,Magic,Holy,Holy,None,1688
51,22,45,23,68,49,31,17,32,Physical,None,None,None,685
62,74,17,2,34,20,27,11,60,Magic,Ice,Ice,None,1027
49,64,60,49,68,67,70,9,66,Magic,Holy,None,Lightning,1059
66,56,17,23,30,31,56,0,66,Magic,Holy,None,None,580
37,38,17,11,23,52,20,19,26,Magic,Poison,Water,None,107
61,37,66,2,31,70,43,13,32,Physical,None,Water,None,636
59,52,24,44,41,33,42,22,60,Magic,Fire,Fire,None,1381
45,79,50,19,68,49,31,17,66,Magic,Holy,None,None,795
31,79,68,9,51,67,55,20,66,Magic,Holy,None,Gravity,656
63,68,84,40,55,25,11,15,32,Physical,None,None,None,1631
58,22,50,37,33,42,19,23,32,Physical,None,Poison,Earth,486
63,68,84,40,51,55,44,6,32,Physical,None,None,None,1468
32,24,48,12,31,70,43,13,32,Physical,None,Water,None,519
31,54,36,12,60,78,27,14,60,Magic,Fire,None,Holy,358
64,28,43,22,51,67,18,3,32,Physical,None,None,None,454
32,24,48,12,56,31,12,16,32,Physical,None,Poison,None,547
35,76,53,21,67,36,25,14,42,Magic,Gravity,Gravity,None,1047
47,75,55,34,75,55,26,20,66,Magic,Holy,None,None,989
26,69,77,6,23,52,20,19,50,Magic,Water,Water,None,735
66,56,17,23,68,49,31,17,66,Magic,Holy,None,None,597
28,43,75,2,54,34,42,9,66,Magic,Holy,Holy,None,490
32,22,85,27,56,31,12,16,32,Physical,None,Poison,None,552
71,61,47,9,60,78,27,14,32,Physical,None,None,Holy,1043
68,53,71,17,36,79,31,8,32,Physical,None,None,None,1345
71,61,47,9,43,40,43,13,32,Physical,None,None,None,980
64,28,43,22,55,25,11,15,32,Physical,None,None,None,472
24,56,62,42,63,71,56,5,46,Magic,Poison,Poison,Gravity,1124
45,79,50,19,29,35,59,6,50,Magic,Water,Water,None,1324
64,22,23,20,54,78,58,22,32,Physical,None,Poison,None,303
32,31,62,20,51,67,18,3,32,Physical,None,None,None,361
62,74,17,2,36,69,49,2,54,Magic,Wind,Wind,Lightning,819
25,55,40,40,31,20,15,25,66,Magic,Holy,None,None,769
45,79,50,19,61,21,58,0,66,Magic,Holy,None,None,908
59,52,24,44,25,68,70,13,46,Magic,Poison,Poison,None,1109
68,53,71,17,51,55,44,6,32,Physical,None,None,None,1374
79,76,79,35,27,28,61,16,32,Physical,None,None,None,1738
75,28,73,47,41,20,28,20,32,Physical,None,Wind,None,833
52,75,32,26,37,35,25,1,66,Magic,Holy,None,None,908
28,65,42,21,24,40,18,6,46,Magic,Poison,Poison,None,937
77,55,56,17,42,31,50,1,54,Magic,Wind,Wind,None,901
52,54,30,5,68,47,12,9,46,Magic,Poison,Poison,None,526
54,64,53,27,37,75,58,11,66,Magic,Holy,None,None,705
35,76,53,21,31,70,43,13,50,Magic,Water,Water,None,1225
32,22,85,27,48,29,49,5,32,Physical,None,None,Water,524
33,71,34,16,25,68,70,13,46,Magic,Poison,Poison,None,866
32,22,85,27,42,44,24,3,32,Physical,None,Wind,None,509
51,22,45,23,63,71,56,5,32,Physical,None,Poison,Gravity,335
64,29,61,10,37,75,58,11,32,Physical,None,None,None,530
35,76,53,21,37,35,25,1,66,Magic,Holy,None,None,853
59,52,24,44,29,35,59,6,50,Magic,Water,Water,None,1180
64,28,43,22,38,37,10,15,32,Physical,None,None,Poison,493
75,28,73,47,55,25,11,15,32,Physical,None,None,None,778
71,61,47,9,34,32,56,6,32,Physical,None,None,None,998
59,40,61,44,54,34,42,9,66,Magic,Holy,Holy,None,1292
61,41,15,26,52,30,40,11,66,Magic,Holy,Holy,None,950
28,43,75,2,41,26,35,7,60,Magic,Fire,Ice,None,224
37,38,17,11,54,78,58,22,46,Magic,Poison,Poison,None,332
64,29,61,10,63,36,63,15,16,Physical,None,Fire,None,518
61,78,55,44,68,31,11,0,50,Magic,Water,Water,None,1893
51,22,45,23,67,36,25,14,32,Physical,None,Gravity,None,753
63,54,82,11,77,62,60,0,32,Physical,None,Fire,None,1298
27,35,28,7,65,37,31,1,42,Magic,Gravity,Gravity,Holy,295
51,27,44,36,63,71,56,5,60,Magic,Ice,Poison,Gravity,361
60,79,51,3,24,40,18,6,46,Magic,Poison,Poison,None,903
20,63,80,33,68,67,70,9,66,Magic,Holy,None,Lightning,792
51,22,45,23,68,31,11,0,32,Physical,None,Water,None,751
36,31,70,42,31,70,43,13,50,Magic,Water,Water,None,688
20,63,80,33,51,55,44,6,66,Magic,Holy,None,None,774
35,76,53,21,24,40,18,6,46,Magic,Poison,Poison,None,1163
64,22,23,20,51,67,55,20,32,Physical,None,None,Gravity,305
62,74,17,2,41,20,28,20,54,Magic,Wind,Wind,None,969
77,33,50,18,63,66,38,15,32,Physical,None,Wind,None,558
59,40,61,44,52,30,40,11,66,Magic,Holy,Holy,None,1371
61,41,15,26,41,20,28,20,54,Magic,Wind,Wind,None,799
49,64,60,49,74,54,65,12,66,Magic,Holy,None,None,1044
75,28,73,47,36,69,49,2,48,Magic,Earth,Wind,Lightning,362
65,48,15,35,49,52,70,17,66,Magic,Holy,None,None,572
27,35,28,7,28,51,62,4,50,Magic,Water,Water,None,340
68,53,71,17,35,67,35,5,32,Physical,None,None,Gravity,1372
68,53,71,17,67,36,25,14,32,Physical,None,Gravity,None,639
32,58,19,28,26,54,54,13,66,Magic,Holy,None,None,675
79,76,79,35,36,79,31,8,32,Physical,None,None,None,850
32,31,62,20,68,67,70,9,32,Physical,None,None,Lightning,289
25,38,39,48,39,50,40,3,66,Magic,Holy,None,None,645
59,27,35,8,37,35,25,1,32,Physical,None,None,None,359
74,36,56,25,37,75,58,11,32,Physical,None,None,None,1167
68,61,90,4,42,34,48,25,32,Physical,None,Holy,None,1593
39,78,43,30,68,77,47,23,66,Magic,Holy,None,Poison,879
77,33,50,18,68,31,11,0,32,Physical,None,Water,None,591
28,65,42,21,51,55,44,6,66,Magic,Holy,None,None,631
49,64,60,49,56,31,12,16,46,Magic,Poison,Poison,None,1460
44,77,50,7,74,54,65,12,66,Magic,Holy,None,None,648
71,61,47,9,27,36,34,25,32,Physical,None,None,None,556
32,24,48,12,42,44,24,3,32,Physical,None,Wind,None,559
58,22,50,37,41,20,28,20,54,Magic,Wind,Wind,None,595
44,77,50,7,51,67,18,3,66,Magic,Holy,None,None,622
79,64,16,4,36,75,61,15,32,Physical,None,None,None,330
24,56,62,42,31,70,43,13,50,Magic,Water,Water,None,1181
28,65,42,21,60,78,27,14,60,Magic,Fire,None,Holy,558
26,69,77,6,36,79,31,8,32,Physical,None,None,None,406
68,61,90,4,51,55,44,6,32,Physical,None,None,None,787
41,75,39,40,60,78,27,14,60,Magic,Fire,None,Holy,937
27,50,35,4,54,34,42,9,66,Magic,Holy,Holy,None,627
27,50,35,4,54,78,58,22,46,Magic,Poison,Poison,None,425
80,79,50,31,41,33,42,22,60,Magic,Fire,Fire,None,1722
25,55,40,40,48,29,49,5,66,Magic,Holy,None,Water,861
36,80,65,33,24,53,28,12,66,Magic,Holy,None,None,1038
77,31,68,22,39,50,40,3,32,Physical,None,None,None,738
49,64,60,49,74,54,65,12,66,Magic,Holy,None,None,1020
27,38,72,48,62,39,54,25,24,Magic,Earth,None,None,234
51,22,45,23,51,69,29,9,32,Physical,None,Gravity,None,364
22,25,72,19,67,20,61,8,66,Magic,Holy,Holy,None,486
64,28,43,22,27,20,13,19,32,Physical,None,Earth,None,937
37,75,26,35,79,45,41,3,48,Magic,Earth,Earth,Holy,1407
46,41,29,7,36,69,49,2,54,Magic,Wind,Wind,Lightning,429
28,65,42,21,34,20,27,11,60,Magic,Ice,Ice,None,1229
33,71,34,16,36,79,31,8,66,Magic,Holy,None,None,626
46,41,60,13,42,34,48,25,66,Magic,Holy,Holy,None,626
45,79,50,19,63,36,63,15,60,Magic,Fire,Fire,None,1487
31,79,68,9,38,37,10,15,66,Magic,Holy,None,Poison,733
46,67,48,38,67,20,61,8,66,Magic,Holy,Holy,None,1898
77,31,68,22,42,31,50,1,32,Physical,None,Wind,None,1408
