Atk_Attack,Atk_SpAtk,Atk_Type1,Atk_Type2,Def_Defense,Def_SpDef,Def_Type1,Def_Type2,Move_Power,Move_Type,Move_Category,Damage
63,91,Psychic,Poison,124,113,Normal,Mono,95,Fairy,Special,29
114,118,Fairy,Mono,71,43,Psychic,Mono,95,Fairy,Special,158
127,62,Psychic,Electric,133,111,Flying,Rock,75,Electric,Physical,94
79,97,Flying,Mono,126,149,Fairy,Flying,120,Flying,Physical,50
139,74,Ground,Mono,93,129,Ghost,Mono,100,Ground,Physical,98
88,149,Rock,Bug,140,103,Flying,Mono,75,Rock,Physical,60
155,81,Rock,Mono,124,113,Normal,Mono,75,Rock,Physical,56
85,128,Flying,Electric,117,80,Poison,Mono,90,Electric,Special,91
139,74,Ground,Mono,149,112,Fairy,Mono,100,Ground,Physical,62
79,97,Flying,Mono,101,95,Ice,Flying,120,Flying,Physical,63
83,54,Psychic,Mono,140,87,Psychic,Electric,90,Bug,Special,49
96,108,Normal,Mono,93,129,Ghost,Mono,80,Dark,Physical,66
114,118,Fairy,Mono,128,87,Rock,Mono,95,Fairy,Special,79
80,97,Poison,Bug,140,87,Psychic,Electric,90,Bug,Special,132
118,99,Fire,Ground,102,124,Fighting,Ice,90,Fire,Special,87
94,165,Bug,Poison,102,79,Fire,Ground,80,Dark,Special,72
64,134,Flying,Mono,135,139,Fairy,Dark,75,Flying,Special,44
70,131,Rock,Mono,117,135,Bug,Poison,80,Rock,Special,99
102,87,Water,Mono,114,58,Ice,Mono,90,Fire,Special,115
66,162,Dragon,Ground,153,54,Psychic,Mono,90,Ground,Special,169
72,80,Steel,Water,140,87,Psychic,Electric,80,Dark,Special,62
66,151,Ice,Bug,140,87,Psychic,Electric,90,Ice,Special,90
80,97,Poison,Bug,100,90,Dragon,Mono,90,Bug,Special,64
53,96,Normal,Fire,133,111,Flying,Rock,90,Fire,Special,24
148,79,Dark,Mono,131,82,Bug,Mono,80,Dark,Physical,57
102,87,Water,Mono,130,120,Psychic,Mono,80,Dark,Physical,56
75,136,Fairy,Dark,65,58,Flying,Mono,95,Fairy,Special,150
53,96,Normal,Fire,79,138,Water,Psychic,100,Ground,Physical,29
53,69,Psychic,Mono,130,120,Psychic,Mono,80,Ghost,Special,41
128,94,Fire,Normal,61,75,Ground,Mono,90,Normal,Special,75
106,54,Dark,Mono,126,149,Fairy,Flying,75,Ice,Physical,49
49,71,Ice,Grass,72,77,Dark,Mono,90,Grass,Physical,42
155,81,Rock,Mono,148,124,Ice,Ground,75,Rock,Physical,52
52,96,Normal,Mono,93,129,Ghost,Mono,90,Ground,Special,40
85,128,Flying,Electric,93,129,Ghost,Mono,90,Electric,Special,52
113,87,Ice,Flying,148,63,Poison,Bug,120,Flying,Physical,126
110,67,Fighting,Mono,135,139,Fairy,Dark,120,Fighting,Physical,58
137,43,Flying,Mono,62,162,Normal,Mono,120,Flying,Physical,169
155,114,Water,Mono,74,54,Fire,Bug,90,Water,Special,229
137,43,Flying,Mono,100,90,Dragon,Mono,120,Flying,Physical,97
53,96,Normal,Fire,140,87,Psychic,Electric,90,Fire,Special,57
102,117,Ghost,Mono,82,63,Rock,Mono,100,Ground,Physical,106
72,80,Steel,Water,140,134,Flying,Mono,90,Water,Special,37
96,108,Normal,Mono,74,54,Fire,Bug,90,Normal,Special,105
68,135,Ghost,Mono,53,171,Water,Mono,70,Ghost,Physical,59
106,56,Flying,Mono,100,90,Dragon,Mono,120,Flying,Physical,77
139,74,Ground,Mono,102,91,Flying,Mono,120,Flying,Physical,70
97,70,Ghost,Normal,90,98,Flying,Mono,70,Ghost,Physical,50
49,71,Ice,Grass,104,110,Grass,Normal,75,Ice,Physical,49
97,70,Ghost,Normal,139,100,Water,Fairy,80,Ghost,Special,35
148,81,Normal,Mono,103,132,Fairy,Mono,85,Normal,Physical,78
144,117,Water,Ice,148,124,Ice,Ground,90,Water,Special,105
169,126,Poison,Mono,130,120,Psychic,Mono,80,Poison,Physical,61
117,130,Fire,Ghost,135,90,Fire,Normal,90,Psychic,Special,56
66,120,Fairy,Mono,130,120,Psychic,Mono,95,Fairy,Special,59
108,148,Dark,Mono,102,79,Fire,Ground,80,Dark,Special,96
107,128,Ghost,Grass,132,149,Ghost,Mono,70,Ghost,Physical,67
136,73,Ghost,Mono,165,124,Flying,Mono,80,Rock,Special,44
113,80,Dark,Fairy,126,149,Fairy,Flying,90,Fairy,Physical,78
94,165,Bug,Poison,149,112,Fairy,Mono,80,Poison,Physical,69
128,71,Grass,Dragon,124,113,Normal,Mono,80,Fighting,Special,44
66,151,Ice,Bug,102,79,Fire,Ground,90,Ice,Special,103
80,97,Poison,Bug,135,139,Fairy,Dark,90,Poison,Special,74
148,79,Dark,Mono,144,106,Dragon,Mono,80,Dark,Physical,52
80,97,Poison,Bug,150,114,Fighting,Mono,90,Poison,Special,45
137,43,Flying,Mono,62,162,Normal,Mono,120,Flying,Physical,175
128,71,Grass,Dragon,147,78,Normal,Mono,80,Fighting,Special,61
119,55,Bug,Mono,139,100,Water,Fairy,80,Poison,Physical,64
101,86,Water,Fairy,128,132,Fighting,Electric,90,Water,Physical,45
105,94,Fairy,Mono,61,75,Ground,Mono,90,Fairy,Physical,100
73,91,Flying,Mono,67,56,Flying,Dragon,120,Flying,Physical,77
75,136,Fairy,Dark,153,54,Psychic,Mono,95,Fairy,Special,136
53,96,Normal,Fire,133,111,Flying,Rock,90,Fire,Special,23
96,108,Normal,Mono,130,110,Fairy,Rock,90,Ground,Special,72
154,116,Flying,Mono,65,58,Flying,Mono,120,Flying,Physical,179
140,85,Ice,Ground,102,79,Fire,Ground,100,Ground,Physical,163
128,71,Grass,Dragon,103,132,Fairy,Mono,90,Water,Physical,74
66,151,Ice,Bug,130,120,Psychic,Mono,90,Ice,Special,74
53,69,Psychic,Mono,104,110,Grass,Normal,90,Psychic,Special,37
136,73,Ghost,Mono,165,124,Flying,Mono,80,Rock,Special,40
97,70,Ghost,Normal,102,124,Fighting,Ice,120,Fighting,Physical,94
128,94,Fire,Normal,72,77,Dark,Mono,90,Normal,Special,73
91,133,Dragon,Mono,102,91,Flying,Mono,85,Dragon,Special,76
66,120,Fairy,Mono,59,52,Ground,Mono,95,Fairy,Special,135
75,136,Fairy,Dark,101,79,Bug,Mono,95,Fairy,Special,104
129,118,Rock,Flying,93,129,Ghost,Mono,80,Rock,Special,45
96,108,Normal,Mono,148,63,Poison,Bug,90,Normal,Special,103
139,120,Poison,Mono,88,54,Electric,Mono,90,Ground,Special,162
107,128,Ghost,Grass,139,100,Water,Fairy,90,Grass,Special,135
140,85,Ice,Ground,61,75,Ground,Mono,75,Ice,Physical,226
80,97,Poison,Bug,55,86,Poison,Mono,80,Bug,Physical,36
70,131,Rock,Mono,103,132,Fairy,Mono,80,Rock,Special,46
94,165,Bug,Poison,147,78,Normal,Mono,80,Dark,Special,73
101,86,Water,Fairy,55,86,Poison,Mono,90,Water,Physical,98
107,128,Ghost,Grass,124,113,Normal,Mono,90,Grass,Special,67
155,81,Rock,Mono,124,78,Fighting,Fairy,90,Fairy,Physical,91
49,124,Bug,Mono,144,106,Dragon,Mono,90,Bug,Special,71
103,69,Flying,Dragon,127,95,Steel,Water,85,Dragon,Special,19
156,131,Ice,Mono,61,77,Fairy,Mono,75,Ice,Physical,127
78,162,Water,Mono,59,87,Poison,Mono,90,Water,Special,103
83,54,Psychic,Mono,53,171,Water,Mono,80,Psychic,Physical,79
127,62,Psychic,Electric,133,123,Dark,Mono,75,Electric,Physical,44
103,111,Bug,Mono,135,139,Fairy,Dark,90,Bug,Special,42
140,85,Ice,Ground,74,54,Fire,Bug,100,Ground,Physical,113
122,101,Fairy,Rock,67,56,Flying,Dragon,80,Rock,Special,169
72,80,Steel,Water,117,80,Poison,Mono,90,Water,Special,61
53,96,Normal,Fire,75,52,Flying,Mono,90,Fire,Special,108
106,56,Flying,Mono,88,79,Bug,Mono,120,Flying,Physical,179
83,54,Psychic,Mono,153,54,Psychic,Mono,90,Bug,Special,80
154,116,Flying,Mono,101,72,Ghost,Normal,120,Flying,Physical,111
53,104,Fairy,Flying,102,91,Flying,Mono,95,Fairy,Special,72
63,91,Psychic,Poison,139,100,Water,Fairy,80,Poison,Physical,50
106,54,Dark,Mono,66,100,Dragon,Ground,75,Ice,Physical,220
64,134,Flying,Mono,140,87,Psychic,Electric,90,Ground,Special,105
94,165,Bug,Poison,139,100,Water,Fairy,80,Poison,Physical,65
52,96,Normal,Mono,144,106,Dragon,Mono,90,Normal,Special,50
113,87,Ice,Flying,114,76,Dark,Mono,120,Flying,Physical,80
144,117,Water,Ice,103,112,Ice,Grass,90,Ice,Special,60
107,128,Ghost,Grass,62,162,Normal,Mono,80,Bug,Physical,60
63,91,Psychic,Poison,157,90,Grass,Poison,80,Psychic,Physical,46
119,55,Bug,Mono,102,79,Fire,Ground,80,Dark,Physical,37
53,104,Fairy,Flying,62,162,Normal,Mono,120,Fighting,Physical,82
114,118,Fairy,Mono,64,75,Water,Mono,90,Fairy,Physical,99
169,126,Poison,Mono,140,134,Flying,Mono,80,Poison,Physical,58
60,78,Psychic,Mono,114,58,Ice,Mono,90,Psychic,Special,70
105,94,Fairy,Mono,64,75,Water,Mono,75,Electric,Physical,100
72,117,Flying,Rock,104,110,Grass,Normal,120,Flying,Physical,150
64,134,Flying,Mono,75,52,Flying,Mono,75,Flying,Special,117
53,104,Fairy,Flying,61,77,Fairy,Mono,95,Fairy,Special,84
102,117,Ghost,Mono,74,54,Fire,Bug,80,Ghost,Special,115
66,151,Ice,Bug,82,163,Poison,Mono,90,Ice,Special,50
136,73,Ghost,Mono,67,56,Flying,Dragon,70,Ghost,Physical,90
102,117,Ghost,Mono,130,110,Fairy,Rock,100,Ground,Physical,64
118,99,Fire,Ground,65,58,Flying,Mono,75,Ice,Physical,118
53,104,Fairy,Flying,67,56,Flying,Dragon,95,Fairy,Special,220
107,128,Ghost,Grass,157,90,Grass,Poison,90,Ground,Special,52
52,96,Normal,Mono,103,132,Fairy,Mono,80,Steel,Special,48
140,85,Ice,Ground,65,58,Flying,Mono,75,Ice,Physical,208
90,114,Grass,Poison,130,120,Psychic,Mono,90,Grass,Special,50
137,43,Flying,Mono,147,78,Normal,Mono,120,Flying,Physical,73
102,117,Ghost,Mono,165,124,Flying,Mono,80,Ghost,Special,44
66,151,Ice,Bug,101,95,Ice,Flying,90,Ice,Special,87
102,117,Ghost,Mono,75,52,Flying,Mono,80,Ghost,Special,105
79,97,Flying,Mono,126,149,Fairy,Flying,120,Flying,Physical,49
49,124,Bug,Mono,130,110,Fairy,Rock,90,Grass,Special,89
83,54,Psychic,Mono,102,124,Fighting,Ice,80,Psychic,Physical,84
78,162,Water,Mono,128,87,Rock,Mono,90,Water,Special,225
152,49,Ice,Mono,133,111,Flying,Rock,75,Ice,Physical,104
97,70,Ghost,Normal,146,145,Normal,Fire,120,Fighting,Physical,63
80,97,Poison,Bug,148,124,Ice,Ground,80,Fighting,Special,52
155,81,Rock,Mono,149,112,Fairy,Mono,75,Rock,Physical,73
102,87,Water,Mono,127,95,Steel,Water,90,Fire,Special,33
66,162,Dragon,Ground,72,77,Dark,Mono,90,Ground,Special,108
83,54,Psychic,Mono,55,86,Poison,Mono,80,Psychic,Physical,151
106,56,Flying,Mono,103,82,Rock,Bug,120,Flying,Physical,84
53,69,Psychic,Mono,66,100,Dragon,Ground,80,Psychic,Physical,43
106,68,Grass,Normal,150,158,Psychic,Poison,90,Normal,Special,37
109,89,Poison,Mono,130,120,Psychic,Mono,80,Dark,Special,49
155,114,Water,Mono,59,87,Poison,Mono,90,Water,Physical,159
136,73,Ghost,Mono,148,63,Poison,Bug,80,Rock,Special,79
106,56,Flying,Mono,126,149,Fairy,Flying,120,Flying,Physical,64
79,69,Water,Psychic,95,134,Dark,Fairy,90,Water,Physical,45
99,120,Poison,Mono,57,130,Psychic,Mono,80,Poison,Physical,93
75,108,Flying,Mono,95,134,Dark,Fairy,120,Flying,Physical,63
106,56,Flying,Mono,102,79,Fire,Ground,120,Flying,Physical,80
106,56,Flying,Mono,130,120,Psychic,Mono,120,Flying,Physical,65
155,114,Water,Mono,140,134,Flying,Mono,90,Water,Physical,60
68,135,Ghost,Mono,149,112,Fairy,Mono,80,Ghost,Special,58
49,71,Ice,Grass,103,132,Fairy,Mono,90,Grass,Physical,25
139,74,Ground,Mono,150,114,Fighting,Mono,120,Flying,Physical,94
125,121,Dragon,Mono,128,128,Grass,Dragon,85,Dragon,Special,108
70,131,Rock,Mono,124,113,Normal,Mono,80,Rock,Special,61
107,128,Ghost,Grass,103,132,Fairy,Mono,90,Grass,Special,56
78,162,Water,Mono,102,91,Flying,Mono,90,Water,Special,104
136,73,Ghost,Mono,59,52,Ground,Mono,70,Ghost,Physical,106
105,94,Fairy,Mono,59,52,Ground,Mono,95,Fairy,Special,110
49,71,Ice,Grass,62,162,Normal,Mono,90,Grass,Physical,45
66,151,Ice,Bug,93,129,Ghost,Mono,90,Ice,Special,70
57,130,Fighting,Electric,101,72,Ghost,Normal,80,Rock,Special,55
148,79,Dark,Mono,128,87,Rock,Mono,80,Dark,Physical,57
52,96,Normal,Mono,139,93,Ghost,Grass,80,Steel,Special,36
144,117,Water,Ice,140,103,Flying,Mono,90,Ice,Special,133
99,120,Poison,Mono,130,72,Ice,Bug,90,Poison,Special,97
118,99,Fire,Ground,124,113,Normal,Mono,90,Ground,Special,48
49,71,Ice,Grass,52,154,Dragon,Bug,75,Ice,Physical,97
106,68,Grass,Normal,157,90,Grass,Poison,90,Normal,Special,41
148,79,Dark,Mono,119,88,Ghost,Mono,80,Dark,Physical,118
159,85,Rock,Mono,114,76,Dark,Mono,95,Fairy,Special,90
106,56,Flying,Mono,55,86,Poison,Mono,120,Flying,Physical,145
128,71,Grass,Dragon,128,132,Fighting,Electric,90,Water,Physical,40
102,87,Water,Mono,117,135,Bug,Poison,90,Water,Physical,48
109,89,Poison,Mono,124,78,Fighting,Fairy,90,Poison,Special,126
94,165,Bug,Poison,88,54,Electric,Mono,80,Dark,Special,93
53,69,Psychic,Mono,70,96,Ice,Mono,90,Psychic,Special,39
148,79,Dark,Mono,53,171,Water,Mono,75,Electric,Physical,182
154,116,Flying,Mono,127,95,Steel,Water,90,Grass,Special,49
64,91,Psychic,Mono,135,139,Fairy,Dark,120,Flying,Physical,25
64,134,Flying,Mono,128,132,Fighting,Electric,90,Ground,Special,112
80,97,Poison,Bug,133,123,Dark,Mono,90,Bug,Special,87
85,128,Flying,Electric,95,134,Dark,Fairy,90,Electric,Special,54
90,114,Grass,Poison,72,77,Dark,Mono,120,Fighting,Physical,119
97,70,Ghost,Normal,90,98,Flying,Mono,70,Ghost,Physical,50
70,131,Rock,Mono,107,78,Fire,Ghost,80,Rock,Special,164
129,118,Rock,Flying,140,103,Flying,Mono,80,Rock,Special,119
128,71,Grass,Dragon,130,110,Fairy,Rock,90,Grass,Special,69
128,71,Grass,Dragon,140,87,Psychic,Electric,90,Grass,Special,47
102,117,Ghost,Mono,90,98,Flying,Mono,80,Ghost,Special,60
154,116,Flying,Mono,102,79,Fire,Ground,120,Flying,Physical,105
118,99,Fire,Ground,149,112,Fairy,Mono,80,Steel,Special,64
137,43,Flying,Mono,135,139,Fairy,Dark,120,Flying,Physical,75
155,81,Rock,Mono,62,162,Normal,Mono,75,Rock,Physical,118
128,94,Fire,Normal,61,77,Fairy,Mono,90,Normal,Special,69
105,94,Fairy,Mono,103,82,Rock,Bug,95,Fairy,Special,71
128,71,Grass,Dragon,133,123,Dark,Mono,80,Fighting,Special,40
110,67,Fighting,Mono,137,88,Water,Mono,120,Fighting,Physical,62
128,71,Grass,Dragon,82,163,Poison,Mono,90,Water,Physical,56
152,49,Ice,Mono,128,128,Grass,Dragon,75,Ice,Physical,223
137,43,Flying,Mono,110,113,Rock,Flying,120,Flying,Physical,49
154,81,Electric,Mono,130,120,Psychic,Mono,75,Electric,Physical,52
49,124,Bug,Mono,62,162,Normal,Mono,90,Bug,Special,44
75,136,Fairy,Dark,157,90,Grass,Poison,95,Fairy,Special,46
114,118,Fairy,Mono,55,86,Poison,Mono,80,Steel,Physical,74
94,165,Bug,Poison,148,63,Poison,Bug,80,Dark,Special,84
102,117,Ghost,Mono,147,78,Normal,Mono,90,Fire,Special,59
97,70,Ghost,Normal,101,79,Bug,Mono,80,Ghost,Special,45
91,133,Dragon,Mono,53,171,Water,Mono,80,Dragon,Physical,84
155,114,Water,Mono,114,58,Ice,Mono,90,Water,Special,110
136,73,Ghost,Mono,82,163,Poison,Mono,70,Ghost,Physical,69
70,131,Rock,Mono,55,86,Poison,Mono,80,Rock,Special,110
75,108,Flying,Mono,102,79,Fire,Ground,75,Flying,Special,63
99,64,Ground,Mono,88,54,Electric,Mono,100,Ground,Physical,140
155,81,Rock,Mono,52,154,Dragon,Bug,75,Rock,Physical,297
107,128,Ghost,Grass,103,112,Ice,Grass,80,Bug,Physical,71
101,86,Water,Fairy,114,76,Dark,Mono,90,Water,Special,62
152,49,Ice,Mono,153,54,Psychic,Mono,90,Bug,Special,68
66,120,Fairy,Mono,103,82,Rock,Bug,80,Steel,Special,100
72,80,Steel,Water,101,95,Ice,Flying,80,Steel,Physical,69
103,69,Flying,Dragon,101,72,Ghost,Normal,85,Dragon,Special,47
101,86,Water,Fairy,130,120,Psychic,Mono,90,Water,Physical,47
122,101,Fairy,Rock,135,139,Fairy,Dark,75,Rock,Physical,41
102,117,Ghost,Mono,52,154,Dragon,Bug,70,Ghost,Physical,79
128,94,Fire,Normal,124,78,Fighting,Fairy,90,Normal,Special,65
136,73,Ghost,Mono,102,79,Fire,Ground,70,Ghost,Physical,60
80,97,Poison,Bug,93,129,Ghost,Mono,80,Bug,Physical,23
139,74,Ground,Mono,102,124,Fighting,Ice,120,Flying,Physical,138
127,62,Psychic,Electric,147,78,Normal,Mono,90,Psychic,Special,43
49,124,Bug,Mono,102,79,Fire,Ground,90,Grass,Special,55
105,94,Fairy,Mono,74,54,Fire,Bug,95,Fairy,Special,52
139,74,Ground,Mono,102,91,Flying,Mono,120,Flying,Physical,66
128,71,Grass,Dragon,126,149,Fairy,Flying,90,Water,Physical,37
72,117,Flying,Rock,130,110,Fairy,Rock,75,Flying,Special,24
159,85,Rock,Mono,90,98,Flying,Mono,75,Rock,Physical,158
49,124,Bug,Mono,117,80,Poison,Mono,90,Bug,Special,46
117,130,Fire,Ghost,62,162,Normal,Mono,75,Fire,Physical,91
129,118,Rock,Flying,55,86,Poison,Mono,90,Ground,Special,108
83,54,Psychic,Mono,135,139,Fairy,Dark,90,Normal,Special,15
49,71,Ice,Grass,93,129,Ghost,Mono,70,Ghost,Physical,36
155,114,Water,Mono,144,106,Dragon,Mono,90,Psychic,Special,37
73,91,Flying,Mono,101,72,Ghost,Normal,75,Flying,Special,56
53,104,Fairy,Flying,102,79,Fire,Ground,120,Flying,Physical,43
114,118,Fairy,Mono,128,128,Grass,Dragon,95,Fairy,Special,111
110,67,Fighting,Mono,61,75,Ground,Mono,120,Fighting,Physical,141
155,81,Rock,Mono,130,120,Psychic,Mono,80,Dark,Physical,82
155,114,Water,Mono,79,138,Water,Psychic,80,Dark,Physical,142
125,61,Fighting,Ice,102,79,Fire,Ground,120,Fighting,Physical,89
114,118,Fairy,Mono,70,96,Ice,Mono,80,Steel,Physical,106
53,104,Fairy,Flying,153,54,Psychic,Mono,95,Fairy,Special,114
64,134,Flying,Mono,70,96,Ice,Mono,120,Flying,Physical,74
140,85,Ice,Ground,102,79,Fire,Ground,100,Ground,Physical,169
155,114,Water,Mono,153,54,Psychic,Mono,90,Water,Special,127
109,89,Poison,Mono,102,91,Flying,Mono,75,Electric,Physical,62
66,120,Fairy,Mono,135,139,Fairy,Dark,95,Fairy,Special,109
109,89,Poison,Mono,140,103,Flying,Mono,90,Poison,Special,49
136,73,Ghost,Mono,61,75,Ground,Mono,70,Ghost,Physical,94
125,61,Fighting,Ice,79,138,Water,Psychic,120,Fighting,Physical,54
101,86,Water,Fairy,117,135,Bug,Poison,120,Flying,Physical,84
49,124,Bug,Mono,133,123,Dark,Mono,90,Bug,Special,115
88,149,Rock,Bug,150,114,Fighting,Mono,80,Ghost,Special,43
107,128,Ghost,Grass,101,79,Bug,Mono,70,Ghost,Physical,51
129,118,Rock,Flying,102,79,Fire,Ground,90,Ground,Special,112
79,69,Water,Psychic,64,75,Water,Mono,75,Rock,Physical,42
66,120,Fairy,Mono,150,114,Fighting,Mono,95,Fairy,Special,182
72,117,Flying,Rock,103,132,Fairy,Mono,120,Flying,Physical,48
122,101,Fairy,Rock,82,163,Poison,Mono,100,Ground,Physical,120
106,68,Grass,Normal,103,112,Ice,Grass,90,Normal,Special,33
94,165,Bug,Poison,127,95,Steel,Water,120,Fighting,Physical,73
144,117,Water,Ice,61,75,Ground,Mono,90,Water,Special,179
143,97,Dragon,Bug,139,93,Ghost,Grass,90,Bug,Special,54
53,104,Fairy,Flying,165,124,Flying,Mono,95,Fairy,Special,55
94,165,Bug,Poison,132,149,Ghost,Mono,80,Dark,Special,72
128,94,Fire,Normal,148,63,Poison,Bug,90,Fire,Special,177
140,85,Ice,Ground,64,101,Water,Ice,100,Ground,Physical,133
106,54,Dark,Mono,101,79,Bug,Mono,80,Dark,Physical,52
99,120,Poison,Mono,133,111,Flying,Rock,90,Grass,Special,37
75,136,Fairy,Dark,90,98,Flying,Mono,95,Fairy,Special,89
94,165,Bug,Poison,104,110,Grass,Normal,80,Poison,Physical,98
64,134,Flying,Mono,140,87,Psychic,Electric,90,Ground,Special,109
60,78,Psychic,Mono,152,94,Rock,Mono,90,Ground,Special,58
108,148,Dark,Mono,93,129,Ghost,Mono,80,Dark,Special,118
139,120,Poison,Mono,165,124,Flying,Mono,90,Poison,Special,57
73,91,Flying,Mono,88,79,Bug,Mono,120,Flying,Physical,116
119,55,Bug,Mono,117,135,Bug,Poison,80,Dark,Physical,47
137,43,Flying,Mono,132,149,Ghost,Mono,120,Flying,Physical,73
99,120,Poison,Mono,102,79,Fire,Ground,90,Grass,Special,57
106,56,Flying,Mono,147,78,Normal,Mono,120,Flying,Physical,60
127,62,Psychic,Electric,152,94,Rock,Mono,75,Electric,Physical,39
99,64,Ground,Mono,150,114,Fighting,Mono,95,Fairy,Special,44
102,117,Ghost,Mono,53,171,Water,Mono,70,Ghost,Physical,80
66,120,Fairy,Mono,132,149,Ghost,Mono,95,Fairy,Special,52
75,136,Fairy,Dark,93,129,Ghost,Mono,80,Dark,Physical,83
53,69,Psychic,Mono,130,110,Fairy,Rock,90,Psychic,Special,38
155,81,Rock,Mono,62,162,Normal,Mono,75,Rock,Physical,115
101,86,Water,Fairy,150,158,Psychic,Poison,90,Water,Physical,37
64,91,Psychic,Mono,124,78,Fighting,Fairy,90,Psychic,Special,123
139,74,Ground,Mono,75,52,Flying,Mono,120,Flying,Physical,89
64,134,Flying,Mono,70,96,Ice,Mono,120,Flying,Physical,112
159,85,Rock,Mono,93,129,Ghost,Mono,75,Rock,Physical,87
106,56,Flying,Mono,133,123,Dark,Mono,120,Flying,Physical,61
99,120,Poison,Mono,152,94,Rock,Mono,90,Grass,Special,92
127,62,Psychic,Electric,107,78,Fire,Ghost,75,Electric,Physical,87
105,94,Fairy,Mono,64,101,Water,Ice,75,Electric,Physical,103
136,73,Ghost,Mono,114,76,Dark,Mono,80,Rock,Special,31
144,117,Water,Ice,55,86,Poison,Mono,100,Ground,Physical,219
119,55,Bug,Mono,70,96,Ice,Mono,80,Bug,Physical,88
80,97,Poison,Bug,133,123,Dark,Mono,90,Bug,Special,99
83,54,Psychic,Mono,101,95,Ice,Flying,80,Psychic,Physical,60
122,101,Fairy,Rock,77,72,Flying,Electric,75,Rock,Physical,158
105,94,Fairy,Mono,152,94,Rock,Mono,95,Fairy,Special,56
57,130,Fighting,Electric,165,124,Flying,Mono,80,Rock,Special,66
136,73,Ghost,Mono,110,113,Rock,Flying,70,Ghost,Physical,55
68,135,Ghost,Mono,61,77,Fairy,Mono,80,Ghost,Special,87
136,73,Ghost,Mono,61,77,Fairy,Mono,70,Ghost,Physical,100
113,80,Dark,Fairy,126,149,Fairy,Flying,90,Fairy,Physical,51
108,148,Dark,Mono,128,87,Rock,Mono,80,Dark,Special,80
106,56,Flying,Mono,104,110,Grass,Normal,120,Flying,Physical,140
137,43,Flying,Mono,147,78,Normal,Mono,120,Flying,Physical,109
109,89,Poison,Mono,64,75,Water,Mono,75,Electric,Physical,110
110,67,Fighting,Mono,61,75,Ground,Mono,120,Fighting,Physical,144
101,86,Water,Fairy,114,76,Dark,Mono,90,Water,Special,68
139,120,Poison,Mono,102,124,Fighting,Ice,120,Flying,Physical,144
148,81,Normal,Mono,128,128,Grass,Dragon,90,Fairy,Physical,93
53,104,Fairy,Flying,74,54,Fire,Bug,120,Flying,Physical,101
99,64,Ground,Mono,101,72,Ghost,Normal,100,Ground,Physical,61
64,91,Psychic,Mono,53,171,Water,Mono,80,Psychic,Physical,60
129,118,Rock,Flying,107,78,Fire,Ghost,80,Rock,Special,151
72,117,Flying,Rock,124,113,Normal,Mono,75,Flying,Special,48
83,54,Psychic,Mono,95,134,Dark,Fairy,90,Normal,Special,15
128,71,Grass,Dragon,70,96,Ice,Mono,90,Water,Physical,64
122,101,Fairy,Rock,133,111,Flying,Rock,80,Rock,Special,91
70,131,Rock,Mono,148,124,Ice,Ground,80,Rock,Special,56
73,91,Flying,Mono,102,124,Fighting,Ice,120,Flying,Physical,112
137,43,Flying,Mono,55,86,Poison,Mono,120,Flying,Physical,189
148,79,Dark,Mono,102,79,Fire,Ground,80,Dark,Physical,73
53,96,Normal,Fire,100,90,Dragon,Mono,90,Fire,Special,28
53,69,Psychic,Mono,70,96,Ice,Mono,90,Psychic,Special,43
53,96,Normal,Fire,114,76,Dark,Mono,90,Fire,Special,76
156,131,Ice,Mono,102,124,Fighting,Ice,120,Fighting,Physical,144
106,68,Grass,Normal,71,43,Psychic,Mono,90,Normal,Special,90
68,135,Ghost,Mono,75,52,Flying,Mono,80,Ghost,Special,129
99,120,Poison,Mono,130,110,Fairy,Rock,90,Grass,Special,88
51,98,Fighting,Fairy,117,135,Bug,Poison,80,Psychic,Physical,33
136,73,Ghost,Mono,55,86,Poison,Mono,70,Ghost,Physical,107
75,136,Fairy,Dark,74,54,Fire,Bug,95,Fairy,Special,74
122,101,Fairy,Rock,146,145,Normal,Fire,75,Rock,Physical,77
80,97,Poison,Bug,126,149,Fairy,Flying,90,Poison,Special,77
114,118,Fairy,Mono,101,79,Bug,Mono,95,Fairy,Special,91
64,134,Flying,Mono,152,94,Rock,Mono,90,Ground,Special,102
101,86,Water,Fairy,55,86,Poison,Mono,90,Water,Physical,111
63,91,Psychic,Poison,139,100,Water,Fairy,80,Poison,Physical,46
72,117,Flying,Rock,124,78,Fighting,Fairy,75,Flying,Special,142
155,81,Rock,Mono,57,130,Psychic,Mono,80,Dark,Physical,186
155,81,Rock,Mono,149,112,Fairy,Mono,75,Rock,Physical,45
57,130,Fighting,Electric,104,110,Grass,Normal,80,Fighting,Special,117
53,96,Normal,Fire,133,111,Flying,Rock,90,Fire,Special,23
72,117,Flying,Rock,102,124,Fighting,Ice,120,Flying,Physical,101
96,108,Normal,Mono,146,145,Normal,Fire,90,Ground,Special,58
49,124,Bug,Mono,132,149,Ghost,Mono,90,Grass,Special,43
72,117,Flying,Rock,117,80,Poison,Mono,75,Flying,Special,69
143,97,Dragon,Bug,132,149,Ghost,Mono,80,Dragon,Physical,58
53,96,Normal,Fire,117,80,Poison,Mono,90,Fire,Special,69
64,134,Flying,Mono,64,75,Water,Mono,75,Flying,Special,132
80,97,Poison,Bug,133,123,Dark,Mono,90,Bug,Special,96
