event_id,battle_id,seq,turn_no,phase,event_type,command,actor_id,actor_side,actor_slot,actor_name,target_id,target_side,target_slot,target_name,move_name,pokemon_name,hp_current,hp_max,hp_status,delta_hp,effect,source,details_json,raw_args_json,raw_line
smogtours-gen5ou-59402:000284,smogtours-gen5ou-59402,284,22.0,HPChange,DamageApplied,-damage,p2a: Latios,p2,p2a,Latios,,,,,,,45.0,304.0,par,-19.0,,sandstorm,"{""tags"": [""[from] sandstorm""], ""from"": ""sandstorm""}","[""p2a: Latios"", ""45/304 par"", ""[from] sandstorm""]",|-damage|p2a: Latios|45/304 par|[from] sandstorm
smogtours-gen5ou-59402:000285,smogtours-gen5ou-59402,285,22.0,HPChange,HealApplied,-heal,p1a: Nanami,p1,p1a,Nanami,,,,,,,300.0,403.0,,25.0,,item: Leftovers,"{""tags"": [""[from] item: Leftovers""], ""from"": ""item: Leftovers""}","[""p1a: Nanami"", ""300/403"", ""[from] item: Leftovers""]",|-heal|p1a: Nanami|300/403|[from] item: Leftovers
smogtours-gen5ou-59402:000286,smogtours-gen5ou-59402,286,22.0,HPChange,HealApplied,-heal,p2a: Latios,p2,p2a,Latios,,,,,,,64.0,304.0,par,19.0,,item: Leftovers,"{""tags"": [""[from] item: Leftovers""], ""from"": ""item: Leftovers""}","[""p2a: Latios"", ""64/304 par"", ""[from] item: Leftovers""]",|-heal|p2a: Latios|64/304 par|[from] item: Leftovers
smogtours-gen5ou-59402:000287,smogtours-gen5ou-59402,287,23.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""23""]",|turn|23
smogtours-gen5ou-59402:000288,smogtours-gen5ou-59402,288,23.0,Action,MoveUsed,move,p1a: Nanami,p1,p1a,Nanami,p1a: Nanami,p1,p1a,Nanami,Protect,,,,,,,,"{""tags"": []}","[""p1a: Nanami"", ""Protect"", ""p1a: Nanami""]",|move|p1a: Nanami|Protect|p1a: Nanami
smogtours-gen5ou-59402:000289,smogtours-gen5ou-59402,289,23.0,Event,SingleTurnCondition,-singleturn,p1a: Nanami,p1,p1a,Nanami,,,,,,,,,,,Protect,,"{""tags"": []}","[""p1a: Nanami"", ""Protect""]",|-singleturn|p1a: Nanami|Protect
smogtours-gen5ou-59402:000290,smogtours-gen5ou-59402,290,23.0,Action,MoveUsed,move,p2a: Latios,p2,p2a,Latios,p1a: Nanami,p1,p1a,Nanami,Hidden Power,,,,,,,,"{""tags"": []}","[""p2a: Latios"", ""Hidden Power"", ""p1a: Nanami""]",|move|p2a: Latios|Hidden Power|p1a: Nanami
smogtours-gen5ou-59402:000291,smogtours-gen5ou-59402,291,23.0,Event,EffectActivated,-activate,p1a: Nanami,p1,p1a,Nanami,,,,,,,,,,,Protect,,"{""tags"": []}","[""p1a: Nanami"", ""Protect""]",|-activate|p1a: Nanami|Protect
smogtours-gen5ou-59402:000292,smogtours-gen5ou-59402,292,23.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,Sandstorm,,"{""tags"": [""[upkeep]""], ""upkeep"": """"}","[""Sandstorm"", ""[upkeep]""]",|-weather|Sandstorm|[upkeep]
smogtours-gen5ou-59402:000293,smogtours-gen5ou-59402,293,23.0,HPChange,DamageApplied,-damage,p2a: Latios,p2,p2a,Latios,,,,,,,45.0,304.0,par,-19.0,,sandstorm,"{""tags"": [""[from] sandstorm""], ""from"": ""sandstorm""}","[""p2a: Latios"", ""45/304 par"", ""[from] sandstorm""]",|-damage|p2a: Latios|45/304 par|[from] sandstorm
smogtours-gen5ou-59402:000294,smogtours-gen5ou-59402,294,23.0,HPChange,HealApplied,-heal,p1a: Nanami,p1,p1a,Nanami,,,,,,,325.0,403.0,,25.0,,item: Leftovers,"{""tags"": [""[from] item: Leftovers""], ""from"": ""item: Leftovers""}","[""p1a: Nanami"", ""325/403"", ""[from] item: Leftovers""]",|-heal|p1a: Nanami|325/403|[from] item: Leftovers
smogtours-gen5ou-59402:000295,smogtours-gen5ou-59402,295,23.0,HPChange,HealApplied,-heal,p2a: Latios,p2,p2a,Latios,,,,,,,64.0,304.0,par,19.0,,item: Leftovers,"{""tags"": [""[from] item: Leftovers""], ""from"": ""item: Leftovers""}","[""p2a: Latios"", ""64/304 par"", ""[from] item: Leftovers""]",|-heal|p2a: Latios|64/304 par|[from] item: Leftovers
smogtours-gen5ou-59402:000296,smogtours-gen5ou-59402,296,24.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""24""]",|turn|24
smogtours-gen5ou-59402:000297,smogtours-gen5ou-59402,297,24.0,Chat,ChatMessage,c,,,,★Leftiez~,,,,,,,,,,,gg,,,"[""★Leftiez~"", ""gg""]",|c|★Leftiez~|gg
smogtours-gen5ou-59402:000298,smogtours-gen5ou-59402,298,24.0,Spectator,UserLeft,L,,,,Korby,,,,,,,,,,,,,,"[""Korby""]",|L|Korby
smogtours-gen5ou-59402:000299,smogtours-gen5ou-59402,299,24.0,Action,MoveUsed,move,p1a: Nanami,p1,p1a,Nanami,p2a: Latios,p2,p2a,Latios,Iron Head,,,,,,,,"{""tags"": []}","[""p1a: Nanami"", ""Iron Head"", ""p2a: Latios""]",|move|p1a: Nanami|Iron Head|p2a: Latios
smogtours-gen5ou-59402:000300,smogtours-gen5ou-59402,300,24.0,HPChange,DamageApplied,-damage,p2a: Latios,p2,p2a,Latios,,,,,,,0.0,,fnt,-64.0,,,"{""tags"": []}","[""p2a: Latios"", ""0 fnt""]",|-damage|p2a: Latios|0 fnt
smogtours-gen5ou-59402:000301,smogtours-gen5ou-59402,301,24.0,KO,PokemonFainted,faint,p2a: Latios,p2,p2a,Latios,,,,,,,,,,,,,,"[""p2a: Latios""]",|faint|p2a: Latios
smogtours-gen5ou-59402:000302,smogtours-gen5ou-59402,302,24.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,Sandstorm,,"{""tags"": [""[upkeep]""], ""upkeep"": """"}","[""Sandstorm"", ""[upkeep]""]",|-weather|Sandstorm|[upkeep]
smogtours-gen5ou-59402:000303,smogtours-gen5ou-59402,303,24.0,HPChange,HealApplied,-heal,p1a: Nanami,p1,p1a,Nanami,,,,,,,350.0,403.0,,25.0,,item: Leftovers,"{""tags"": [""[from] item: Leftovers""], ""from"": ""item: Leftovers""}","[""p1a: Nanami"", ""350/403"", ""[from] item: Leftovers""]",|-heal|p1a: Nanami|350/403|[from] item: Leftovers
smogtours-gen5ou-59402:000304,smogtours-gen5ou-59402,304,24.0,Chat,ChatMessage,c,,,,★Reymedy,,,,,,,,,,,gg,,,"[""★Reymedy"", ""gg""]",|c|★Reymedy|gg
smogtours-gen5ou-59402:000305,smogtours-gen5ou-59402,305,24.0,Switch,PokemonSwitched,switch,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,"Hippowdon, F",34.0,420.0,tox,,,,,"[""p2a: Hippowdon"", ""Hippowdon, F"", ""34/420 tox""]","|switch|p2a: Hippowdon|Hippowdon, F|34/420 tox"
smogtours-gen5ou-59402:000306,smogtours-gen5ou-59402,306,24.0,HPChange,DamageApplied,-damage,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,8.0,420.0,tox,-26.0,,Stealth Rock,"{""tags"": [""[from] Stealth Rock""], ""from"": ""Stealth Rock""}","[""p2a: Hippowdon"", ""8/420 tox"", ""[from] Stealth Rock""]",|-damage|p2a: Hippowdon|8/420 tox|[from] Stealth Rock
smogtours-gen5ou-59402:000307,smogtours-gen5ou-59402,307,25.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""25""]",|turn|25
smogtours-gen5ou-59402:000308,smogtours-gen5ou-59402,308,25.0,Spectator,UserLeft,L,,,,Marshall.Law,,,,,,,,,,,,,,"[""Marshall.Law""]",|L|Marshall.Law
smogtours-gen5ou-59402:000309,smogtours-gen5ou-59402,309,25.0,Action,MoveUsed,move,p1a: Nanami,p1,p1a,Nanami,p2a: Hippowdon,p2,p2a,Hippowdon,Body Slam,,,,,,,,"{""tags"": []}","[""p1a: Nanami"", ""Body Slam"", ""p2a: Hippowdon""]",|move|p1a: Nanami|Body Slam|p2a: Hippowdon
smogtours-gen5ou-59402:000310,smogtours-gen5ou-59402,310,25.0,HPChange,DamageApplied,-damage,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,0.0,,fnt,-8.0,,,"{""tags"": []}","[""p2a: Hippowdon"", ""0 fnt""]",|-damage|p2a: Hippowdon|0 fnt
smogtours-gen5ou-59402:000311,smogtours-gen5ou-59402,311,25.0,KO,PokemonFainted,faint,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,,,,,,,,"[""p2a: Hippowdon""]",|faint|p2a: Hippowdon
smogtours-gen5ou-59402:000312,smogtours-gen5ou-59402,312,25.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,Sandstorm,,"{""tags"": [""[upkeep]""], ""upkeep"": """"}","[""Sandstorm"", ""[upkeep]""]",|-weather|Sandstorm|[upkeep]
smogtours-gen5ou-59402:000313,smogtours-gen5ou-59402,313,25.0,HPChange,HealApplied,-heal,p1a: Nanami,p1,p1a,Nanami,,,,,,,375.0,403.0,,25.0,,item: Leftovers,"{""tags"": [""[from] item: Leftovers""], ""from"": ""item: Leftovers""}","[""p1a: Nanami"", ""375/403"", ""[from] item: Leftovers""]",|-heal|p1a: Nanami|375/403|[from] item: Leftovers
smogtours-gen5ou-59402:000314,smogtours-gen5ou-59402,314,25.0,Switch,PokemonSwitched,switch,p2a: Stoutland,p2,p2a,Stoutland,,,,,,"Stoutland, F",312.0,312.0,,,,,,"[""p2a: Stoutland"", ""Stoutland, F"", ""312/312""]","|switch|p2a: Stoutland|Stoutland, F|312/312"
smogtours-gen5ou-59402:000315,smogtours-gen5ou-59402,315,25.0,HPChange,DamageApplied,-damage,p2a: Stoutland,p2,p2a,Stoutland,,,,,,,273.0,312.0,,-39.0,,Stealth Rock,"{""tags"": [""[from] Stealth Rock""], ""from"": ""Stealth Rock""}","[""p2a: Stoutland"", ""273/312"", ""[from] Stealth Rock""]",|-damage|p2a: Stoutland|273/312|[from] Stealth Rock
smogtours-gen5ou-59402:000316,smogtours-gen5ou-59402,316,26.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""26""]",|turn|26
smogtours-gen5ou-59402:000317,smogtours-gen5ou-59402,317,26.0,Action,MoveUsed,move,p2a: Stoutland,p2,p2a,Stoutland,p1a: Nanami,p1,p1a,Nanami,Superpower,,,,,,,,"{""tags"": []}","[""p2a: Stoutland"", ""Superpower"", ""p1a: Nanami""]",|move|p2a: Stoutland|Superpower|p1a: Nanami
smogtours-gen5ou-59402:000318,smogtours-gen5ou-59402,318,26.0,HPChange,DamageApplied,-damage,p1a: Nanami,p1,p1a,Nanami,,,,,,,194.0,403.0,,-181.0,,,"{""tags"": []}","[""p1a: Nanami"", ""194/403""]",|-damage|p1a: Nanami|194/403
smogtours-gen5ou-59402:000319,smogtours-gen5ou-59402,319,26.0,Event,StatUnboosted,-unboost,p2a: Stoutland,p2,p2a,Stoutland,,,,,,,,,,,atk,,"{""amount"": ""1""}","[""p2a: Stoutland"", ""atk"", ""1""]",|-unboost|p2a: Stoutland|atk|1
smogtours-gen5ou-59402:000320,smogtours-gen5ou-59402,320,26.0,Event,StatUnboosted,-unboost,p2a: Stoutland,p2,p2a,Stoutland,,,,,,,,,,,def,,"{""amount"": ""1""}","[""p2a: Stoutland"", ""def"", ""1""]",|-unboost|p2a: Stoutland|def|1
smogtours-gen5ou-59402:000321,smogtours-gen5ou-59402,321,26.0,HPChange,DamageApplied,-damage,p2a: Stoutland,p2,p2a,Stoutland,,,,,,,242.0,312.0,,-31.0,,item: Life Orb,"{""tags"": [""[from] item: Life Orb""], ""from"": ""item: Life Orb""}","[""p2a: Stoutland"", ""242/312"", ""[from] item: Life Orb""]",|-damage|p2a: Stoutland|242/312|[from] item: Life Orb
smogtours-gen5ou-59402:000322,smogtours-gen5ou-59402,322,26.0,Action,MoveUsed,move,p1a: Nanami,p1,p1a,Nanami,p2a: Stoutland,p2,p2a,Stoutland,Body Slam,,,,,,,,"{""tags"": []}","[""p1a: Nanami"", ""Body Slam"", ""p2a: Stoutland""]",|move|p1a: Nanami|Body Slam|p2a: Stoutland
smogtours-gen5ou-59402:000323,smogtours-gen5ou-59402,323,26.0,HPChange,DamageApplied,-damage,p2a: Stoutland,p2,p2a,Stoutland,,,,,,,126.0,312.0,,-116.0,,,"{""tags"": []}","[""p2a: Stoutland"", ""126/312""]",|-damage|p2a: Stoutland|126/312
smogtours-gen5ou-59402:000324,smogtours-gen5ou-59402,324,26.0,Status,StatusApplied,-status,p2a: Stoutland,p2,p2a,Stoutland,,,,,,,,,,,par,,"{""tags"": []}","[""p2a: Stoutland"", ""par""]",|-status|p2a: Stoutland|par
smogtours-gen5ou-59402:000325,smogtours-gen5ou-59402,325,26.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,Sandstorm,,"{""tags"": [""[upkeep]""], ""upkeep"": """"}","[""Sandstorm"", ""[upkeep]""]",|-weather|Sandstorm|[upkeep]
smogtours-gen5ou-59402:000326,smogtours-gen5ou-59402,326,26.0,HPChange,HealApplied,-heal,p1a: Nanami,p1,p1a,Nanami,,,,,,,219.0,403.0,,25.0,,item: Leftovers,"{""tags"": [""[from] item: Leftovers""], ""from"": ""item: Leftovers""}","[""p1a: Nanami"", ""219/403"", ""[from] item: Leftovers""]",|-heal|p1a: Nanami|219/403|[from] item: Leftovers
smogtours-gen5ou-59402:000327,smogtours-gen5ou-59402,327,27.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""27""]",|turn|27
smogtours-gen5ou-59402:000328,smogtours-gen5ou-59402,328,27.0,Action,MoveUsed,move,p1a: Nanami,p1,p1a,Nanami,p2a: Stoutland,p2,p2a,Stoutland,Iron Head,,,,,,,,"{""tags"": []}","[""p1a: Nanami"", ""Iron Head"", ""p2a: Stoutland""]",|move|p1a: Nanami|Iron Head|p2a: Stoutland
smogtours-gen5ou-59402:000329,smogtours-gen5ou-59402,329,27.0,HPChange,DamageApplied,-damage,p2a: Stoutland,p2,p2a,Stoutland,,,,,,,0.0,,fnt,-126.0,,,"{""tags"": []}","[""p2a: Stoutland"", ""0 fnt""]",|-damage|p2a: Stoutland|0 fnt
smogtours-gen5ou-59402:000330,smogtours-gen5ou-59402,330,27.0,KO,PokemonFainted,faint,p2a: Stoutland,p2,p2a,Stoutland,,,,,,,,,,,,,,"[""p2a: Stoutland""]",|faint|p2a: Stoutland
smogtours-gen5ou-59402:000331,smogtours-gen5ou-59402,331,27.0,Result,BattleWon,win,,,,Reymedy,,,,,,,,,,,,,,"[""Reymedy""]",|win|Reymedy
smogtours-gen5ou-59402:000332,smogtours-gen5ou-59402,332,27.0,Spectator,UserLeft,L,,,,boudouche,,,,,,,,,,,,,,"[""boudouche""]",|L|boudouche
smogtours-gen5ou-59402:000333,smogtours-gen5ou-59402,333,27.0,Spectator,UserLeft,L,,,,Leftiez~,,,,,,,,,,,,,,"[""Leftiez~""]",|L|Leftiez~
smogtours-gen5ou-59402:000334,smogtours-gen5ou-59402,334,27.0,Event,PlayerDeclared,player,,p2,,,,,,,,,,,,,,,"{""avatar"": null}","[""p2""]",|player|p2
smogtours-gen5ou-59402:000335,smogtours-gen5ou-59402,335,27.0,Chat,ChatMessage,c,,,,+Ybel,,,,,,,,,,,wp,,,"[""+Ybel"", ""wp""]",|c|+Ybel|wp
smogtours-gen5ou-59402:000336,smogtours-gen5ou-59402,336,27.0,Spectator,UserLeft,L,,,,Reymedy,,,,,,,,,,,,,,"[""Reymedy""]",|L|Reymedy
smogtours-gen5ou-59402:000337,smogtours-gen5ou-59402,337,27.0,Event,PlayerDeclared,player,,p1,,,,,,,,,,,,,,,"{""avatar"": null}","[""p1""]",|player|p1
smogtours-gen5ou-59402:000338,smogtours-gen5ou-59402,338,27.0,Spectator,UserLeft,L,,,,Ybel,,,,,,,,,,,,,,"[""Ybel""]",|L|Ybel
smogtours-gen5ou-59402:000339,smogtours-gen5ou-59402,339,27.0,Spectator,UserLeft,L,,,,Vinc2612,,,,,,,,,,,,,,"[""Vinc2612""]",|L|Vinc2612
smogtours-gen5ou-59402:000340,smogtours-gen5ou-59402,340,27.0,Spectator,UserLeft,L,,,,Twin Citiez,,,,,,,,,,,,,,"[""Twin Citiez""]",|L|Twin Citiez
smogtours-gen5ou-59402:000341,smogtours-gen5ou-59402,341,27.0,Spectator,UserLeft,L,,,,davidTheMaster,,,,,,,,,,,,,,"[""davidTheMaster""]",|L|davidTheMaster
smogtours-gen5ou-59402:000342,smogtours-gen5ou-59402,342,27.0,Spectator,UserLeft,L,,,,Lusso.,,,,,,,,,,,,,,"[""Lusso.""]",|L|Lusso.
smogtours-gen5ou-59402:000343,smogtours-gen5ou-59402,343,27.0,Spectator,UserLeft,L,,,,TewMew,,,,,,,,,,,,,,"[""TewMew""]",|L|TewMew
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000001,smogtours-gen5ou-59402_copy,1,,Meta,TimerNotice,inactive,,,,,,,,,,,,,,,,,"{""tags"": [""Battle timer is ON: inactive players will automatically lose when time's up.""], ""other"": [""Battle timer is ON: inactive players will automatically lose when time's up.""]}","[""Battle timer is ON: inactive players will automatically lose when time's up.""]",|inactive|Battle timer is ON: inactive players will automatically lose when time's up.
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000002,smogtours-gen5ou-59402_copy,2,,Spectator,UserJoined,J,,,,Reymedy,,,,,,,,,,,,,,"[""Reymedy""]",|J|Reymedy
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000003,smogtours-gen5ou-59402_copy,3,,Spectator,UserJoined,J,,,,Leftiez~,,,,,,,,,,,,,,"[""Leftiez~""]",|J|Leftiez~
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000004,smogtours-gen5ou-59402_copy,4,,Meta,PlayerDeclared,player,,p1,,Reymedy,,,,,,,,,,,,,"{""avatar"": ""#reymedy""}","[""p1"", ""Reymedy"", ""#reymedy""]",|player|p1|Reymedy|#reymedy
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000005,smogtours-gen5ou-59402_copy,5,,Meta,PlayerDeclared,player,,p2,,Leftiez~,,,,,,,,,,,,,"{""avatar"": ""#leftiez""}","[""p2"", ""Leftiez~"", ""#leftiez""]",|player|p2|Leftiez~|#leftiez
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000006,smogtours-gen5ou-59402_copy,6,,Meta,GameTypeDeclared,gametype,,,,,,,,,,,,,,,,,,"[""singles""]",|gametype|singles
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000007,smogtours-gen5ou-59402_copy,7,,Meta,GenerationDeclared,gen,,,,,,,,,,,,,,,,,,"[""5""]",|gen|5
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000008,smogtours-gen5ou-59402_copy,8,,Meta,TierDeclared,tier,,,,,,,,,,,,,,,,,,"[""[Gen 5] OU""]",|tier|[Gen 5] OU
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000009,smogtours-gen5ou-59402_copy,9,,Meta,RuleDeclared,rule,,,,,,,,,,,,,,,,,,"[""Evasion Abilities Clause: Evasion abilities are banned""]",|rule|Evasion Abilities Clause: Evasion abilities are banned
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000010,smogtours-gen5ou-59402_copy,10,,Meta,TeamPreviewCleared,clearpoke,,,,,,,,,,,,,,,,,"{""tags"": []}",[],|clearpoke
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000011,smogtours-gen5ou-59402_copy,11,,Meta,TeamPokemonDeclared,poke,,p1,,,,,,,,"Politoed, M",,,,,,,,"[""p1"", ""Politoed, M""]","|poke|p1|Politoed, M"
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000012,smogtours-gen5ou-59402_copy,12,,Meta,TeamPokemonDeclared,poke,,p1,,,,,,,,Jirachi,,,,,,,,"[""p1"", ""Jirachi""]",|poke|p1|Jirachi
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000013,smogtours-gen5ou-59402_copy,13,,Meta,TeamPokemonDeclared,poke,,p1,,,,,,,,"Breloom, F",,,,,,,,"[""p1"", ""Breloom, F""]","|poke|p1|Breloom, F"
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000014,smogtours-gen5ou-59402_copy,14,,Meta,TeamPokemonDeclared,poke,,p1,,,,,,,,"Garchomp, M",,,,,,,,"[""p1"", ""Garchomp, M""]","|poke|p1|Garchomp, M"
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000015,smogtours-gen5ou-59402_copy,15,,Meta,TeamPokemonDeclared,poke,,p1,,,,,,,,Zapdos,,,,,,,,"[""p1"", ""Zapdos""]",|poke|p1|Zapdos
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000016,smogtours-gen5ou-59402_copy,16,,Meta,TeamPokemonDeclared,poke,,p1,,,,,,,,"Tentacruel, M",,,,,,,,"[""p1"", ""Tentacruel, M""]","|poke|p1|Tentacruel, M"
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000017,smogtours-gen5ou-59402_copy,17,,Meta,TeamPokemonDeclared,poke,,p2,,,,,,,,"Stoutland, F",,,,,,,,"[""p2"", ""Stoutland, F""]","|poke|p2|Stoutland, F"
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000018,smogtours-gen5ou-59402_copy,18,,Meta,TeamPokemonDeclared,poke,,p2,,,,,,,,"Hippowdon, F",,,,,,,,"[""p2"", ""Hippowdon, F""]","|poke|p2|Hippowdon, F"
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000019,smogtours-gen5ou-59402_copy,19,,Meta,TeamPokemonDeclared,poke,,p2,,,,,,,,Rotom-Wash,,,,,,,,"[""p2"", ""Rotom-Wash""]",|poke|p2|Rotom-Wash
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000020,smogtours-gen5ou-59402_copy,20,,Meta,TeamPokemonDeclared,poke,,p2,,,,,,,,"Ferrothorn, F",,,,,,,,"[""p2"", ""Ferrothorn, F""]","|poke|p2|Ferrothorn, F"
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000021,smogtours-gen5ou-59402_copy,21,,Meta,TeamPokemonDeclared,poke,,p2,,,,,,,,"Latios, M",,,,,,,,"[""p2"", ""Latios, M""]","|poke|p2|Latios, M"
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000022,smogtours-gen5ou-59402_copy,22,,Meta,TeamPokemonDeclared,poke,,p2,,,,,,,,Metagross,,,,,,,,"[""p2"", ""Metagross""]",|poke|p2|Metagross
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000023,smogtours-gen5ou-59402_copy,23,,Meta,RuleDeclared,rule,,,,,,,,,,,,,,,,,,"[""Sleep Clause Mod: Limit one foe put to sleep""]",|rule|Sleep Clause Mod: Limit one foe put to sleep
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000024,smogtours-gen5ou-59402_copy,24,,Meta,RuleDeclared,rule,,,,,,,,,,,,,,,,,,"[""Species Clause: Limit one of each Pokémon""]",|rule|Species Clause: Limit one of each Pokémon
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000025,smogtours-gen5ou-59402_copy,25,,Meta,RuleDeclared,rule,,,,,,,,,,,,,,,,,,"[""OHKO Clause: OHKO moves are banned""]",|rule|OHKO Clause: OHKO moves are banned
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000026,smogtours-gen5ou-59402_copy,26,,Meta,RuleDeclared,rule,,,,,,,,,,,,,,,,,,"[""Moody Clause: Moody is banned""]",|rule|Moody Clause: Moody is banned
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000027,smogtours-gen5ou-59402_copy,27,,Meta,RuleDeclared,rule,,,,,,,,,,,,,,,,,,"[""Evasion Moves Clause: Evasion moves are banned""]",|rule|Evasion Moves Clause: Evasion moves are banned
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000028,smogtours-gen5ou-59402_copy,28,,Meta,RuleDeclared,rule,,,,,,,,,,,,,,,,,,"[""Endless Battle Clause: Forcing endless battles is banned""]",|rule|Endless Battle Clause: Forcing endless battles is banned
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000029,smogtours-gen5ou-59402_copy,29,,Meta,RuleDeclared,rule,,,,,,,,,,,,,,,,,,"[""HP Percentage Mod: HP is shown in percentages""]",|rule|HP Percentage Mod: HP is shown in percentages
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000030,smogtours-gen5ou-59402_copy,30,,Meta,TeamPreviewStarted,teampreview,,,,,,,,,,,,,,,,,"{""tags"": []}",[],|teampreview
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000031,smogtours-gen5ou-59402_copy,31,,Spectator,UserJoined,J,,,,McMeghan,,,,,,,,,,,,,,"[""McMeghan""]",|J|McMeghan
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000032,smogtours-gen5ou-59402_copy,32,,Spectator,UserJoined,J,,,,iconic,,,,,,,,,,,,,,"[""iconic""]",|J|iconic
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000033,smogtours-gen5ou-59402_copy,33,,Spectator,UserJoined,J,,,,MegaStarUniverse,,,,,,,,,,,,,,"[""MegaStarUniverse""]",|J|MegaStarUniverse
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000034,smogtours-gen5ou-59402_copy,34,,Spectator,UserJoined,J,,,,zdrup,,,,,,,,,,,,,,"[""zdrup""]",|J|zdrup
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000035,smogtours-gen5ou-59402_copy,35,,Spectator,UserJoined,J,,,,H-C,,,,,,,,,,,,,,"[""H-C""]",|J|H-C
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000036,smogtours-gen5ou-59402_copy,36,,Spectator,UserJoined,J,,,,Zenadark,,,,,,,,,,,,,,"[""Zenadark""]",|J|Zenadark
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000037,smogtours-gen5ou-59402_copy,37,,Spectator,UserJoined,J,,,,Twin Citiez,,,,,,,,,,,,,,"[""Twin Citiez""]",|J|Twin Citiez
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000038,smogtours-gen5ou-59402_copy,38,,Spectator,UserJoined,J,,,,Lusso.,,,,,,,,,,,,,,"[""Lusso.""]",|J|Lusso.
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000039,smogtours-gen5ou-59402_copy,39,,Spectator,UserJoined,J,,,,Lord Mur,,,,,,,,,,,,,,"[""Lord Mur""]",|J|Lord Mur
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000040,smogtours-gen5ou-59402_copy,40,,Spectator,UserJoined,J,,,,Vinc2612,,,,,,,,,,,,,,"[""Vinc2612""]",|J|Vinc2612
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000041,smogtours-gen5ou-59402_copy,41,,Spectator,UserJoined,J,,,,fant,,,,,,,,,,,,,,"[""fant""]",|J|fant
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000042,smogtours-gen5ou-59402_copy,42,,Chat,ChatMessage,c,,,,&iconic,,,,,,,,,,,down to dis . . .,,,"[""&iconic"", ""down to dis . . .""]",|c|&iconic|down to dis . . .
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000043,smogtours-gen5ou-59402_copy,43,,Spectator,UserJoined,J,,,,Gei,,,,,,,,,,,,,,"[""Gei""]",|J|Gei
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000044,smogtours-gen5ou-59402_copy,44,,Spectator,UserJoined,J,,,,Espaa,,,,,,,,,,,,,,"[""Espaa""]",|J|Espaa
